key	speaker_gender	speaker_name	cs_text	cs_text_female
113952e3-4571-4763-9463-9acaccebbd85	Female	Arueshalae	"""Samozřejmě bych ani nepomyslela na to, vlézt do něčího snu násilím, bohyně by mi to jistě neodpustila. Možná bych se měla zeptat lidí ve městě? Co když se mnou vůbec nebudou mluvit?"" {n}Sukuba se na chvíli zdá ztracená v myšlenkách. Pak se na tebe znovu usměje.{/n} ""Byla by šance, že bys mi ještě jednou pomohl? Zeptej se lidí města, o čem sní. Pravděpodobně se ti otevřou více než mně, a já tě jen tichounce budu následovat. Ani si mě nevšimnou, že poslouchám."""	"""Samozřejmě bych ani nepomyslela na to, vlézt do něčího snu násilím, bohyně by mi to jistě neodpustila. Možná bych se měla zeptat lidí ve městě? Co když se mnou vůbec nebudou mluvit?"" {n}Sukuba se na chvíli zdá ztracená v myšlenkách. Pak se na tebe znovu usměje.{/n} ""Byla by šance, že bys mi ještě jednou pomohl? Zeptej se lidí města, o čem sní. Pravděpodobně se ti otevřou více než mně, a já tě jen tichounce budu následovat. Ani si mě nevšimnou, že poslouchám."""
c7d07eb6-d2d0-407e-a63e-4ab61ee435a3	Female	Arueshalae	"""Byla bych více než ráda, kdybych ti ho mohla ukázat... až tam bude co ukazovat. Prosím, promluv s lidmi ve městě o jejich snech, abych měla co vložit do svého."""	"""Byla bych více než ráda, kdybych ti ho mohla ukázat... až tam bude co ukazovat. Prosím, promluv s lidmi ve městě o jejich snech, abych měla co vložit do svého."""
1322bb42-b50f-4c32-8b2f-c61938624a9f	Female	Arueshalae	"""Ano. Ani si nedokážeš představit, kolik nových snů tam teď mám! Pojďme, chci ti ukázat vše, co mám."" {n}Sukuba tě znovu vezme za ruku, aby tě zavedla do říše snů.{/n}"	"""Ano. Ani si nedokážeš představit, kolik nových snů tam teď mám! Pojďme, chci ti ukázat vše, co mám."" {n}Sukuba tě znovu vezme za ruku, aby tě zavedla do říše snů.{/n}"
a3b6042c-c348-45b0-9e10-dbc45b70e314	Female	Arueshalae	"{n}Otevřeš oči a najdeš Arueshalae, jak se na tebe dívá s otevřenýma očima. Démonka tě těžce dýchá; kapky potu na její bledé tváři se lesknou. Neokamžitě si nevšimne, že ti svírá dlaň svými jemnými, žhnoucími prsty, ale když si toho všimne, zčervená a okamžitě ruku stáhne.{/n} ""Omlouvám se... Neměl jsi to vidět. Nechtěla jsem, abys to... Ani já sama jsem to nechtěla vidět!"""	"{n}Otevřeš oči a najdeš Arueshalae, jak se na tebe dívá s otevřenýma očima. Démonka tě těžce dýchá; kapky potu na její bledé tváři se lesknou. Neokamžitě si nevšimne, že ti svírá dlaň svými jemnými, žhnoucími prsty, ale když si toho všimne, zčervená a okamžitě ruku stáhne.{/n} ""Omlouvám se... Neměl jsi to vidět. Nechtěla jsem, abys to... Ani já sama jsem to nechtěla vidět!"""
cb56407e-a28e-4b64-9eb8-c1b9e8ecaad9	Female	Arueshalae	"""Starý přítel z dní dávno pominulých."""	"""Stará přítelkyně z dní dávno pominulých."""
ad5c8ef1-5bf6-45ef-8dc8-51cd840ea1b3	Female	Arueshalae	"""Je tolik věcí, které se musím ještě naučit... Smrtelní obvykle najdou způsoby, jak se vypořádat s nočními můrami, a já také. Děkuji ti za pomoc a... je mi líto, že jsi musel sledovat to hrozné představení."" {n}Sukuba vstane na nohy.{/n} ""Nyní mi prosím odpusť. Potřebuji chvíli o samotě, abych promyslela vše, co jsem právě viděla."""	"""Je tolik věcí, které se musím ještě naučit... Smrtelní obvykle najdou způsoby, jak se vypořádat s nočními můrami, a já také. Děkuji ti za pomoc a... je mi líto, že jsi musel sledovat to hrozné představení."" {n}Sukuba vstane na nohy.{/n} ""Nyní mi prosím odpusť. Potřebuji chvíli o samotě, abych promyslela vše, co jsem právě viděla."""
50f8efd1-61f0-4a1c-8204-d10b245710d2	Female	Arueshalae	{n}Arueshalae se zamračí, když čte elegantní dopis psaný zlatým inkoustem. Pak vydechne a přeloží růžový papír napůl, než ho rozhodně roztrhá na malé kousky.{/n}	{n}Arueshalae se zamračí, když čte elegantní dopis psaný zlatým inkoustem. Pak vydechne a přeloží růžový papír napůl, než ho rozhodně roztrhá na malé kousky.{/n}
ee5a9c8c-6196-4e18-93d2-0b8c3f025215	Female	Arueshalae	"{n}Arueshalae stiskne rty k sobě. Její rubínové oči jsou plné bolesti.{/n} ""Byl od starého přítele... Z dní, které pominuly. Dozvěděl se, že jsem ve městě, a rozhodl se mi zanechat lístek. Připomínku věcí, na které se nechci vůbec vzpomínat. Nechci a nebudu."""	"{n}Arueshalae stiskne rty k sobě. Její rubínové oči jsou plné bolesti.{/n} ""Byl od starého přítele... Z dní, které pominuly. Dozvěděl se, že jsem ve městě, a rozhodl se mi zanechat lístek. Připomínku věcí, na které se nechci vůbec vzpomínat. Nechci a nebudu."""
1a369800-8832-49b1-acdd-ea9f7bbf1f06	Female	Arueshalae	"""Byl kdysi básníkem a rytířem, statečným služebníkem Desny a laskavým ochráncem slabých. Zlomila jsem ho. Sváděla jsem ho, poslala pryč, přivolávala zpět falešnou nadějí na shledání... Přiměla jsem ho dopustit se věcí, na které se teď stydím vzpomínat. Opustila jsem ho někde v Alushinyrře, myslela jsem, že zemře v nejbližší příkopě, a přesto nějak přežil. A teď... toto ubohé stvoření strávilo tolik let v Abyssu, že si nejsem jistá, jestli v něm ještě něco z člověka, kterého jsem znala, zbylo."""	Byl kdysi básníkem a rytířem, statečným služebníkem Desny a laskavým ochráncem slabých. Zlomila jsem ho. Sváděla jsem ho, poslala pryč, přivolávala zpět falešnou nadějí na shledání... Přiměla jsem ho dopustit se věcí, na které se teď stydím vzpomínat. Opustila jsem ho někde v Alushinyrře, myslela jsem, že zemře v nejbližší příkopě, a přesto nějak přežil. A teď... toto ubohé stvoření strávilo tolik let v Abyssu, že si nejsem jistá, jestli v něm ještě něco z člověka, kterého jsem znala, zbylo.
759970d2-4689-459b-9693-8702e6ff7cac	Female	Arueshalae	"""Ještě ne. Stále se tam vracím, abych to prozkoumala, ale je to pořád jen obyčejný dřevěný stůl. Co to může znamenat?"" {n}Arueshalae pokrčí rameny.{/n} ""Je to záhada... Možná ji rozluštím, až se vrátíme na Golarion. Tady v Abyssu není snadné snít."""	"""Ještě ne. Stále se tam vracím, abych to prozkoumala, ale je to pořád jen obyčejný dřevěný stůl. Co to může znamenat?"" {n}Arueshalae pokrčí rameny.{/n} ""Je to záhada... Možná ji rozluštím, až se vrátíme na Golarion. Tady v Abyssu není snadné snít."""
a8c1b47a-256f-4c61-8959-7afe1405b81e	Female	Arueshalae	"""No nic... Teď jsem zpět tam, kde jsem začínala. Je to vlastně ještě horší... Teď tomu rozumím ještě méně. Můj vlastní sen je tady, ale je plný hrůz a záhad."""	"""No nic... Teď jsem zpět tam, kde jsem začínala. Je to vlastně ještě horší... Teď tomu rozumím ještě méně. Můj vlastní sen je tady, ale je plný hrůz a záhad."""
1009ba16-d104-4af0-8827-4efd0a6cf2fb	Female	Arueshalae	"""Nevím. Opravdu nevím. Přesto..."" {n}Sukub ti vrhne nesmělý pohled.{/n} ""Děkuji, že jsi mě tím vším provázel. Měla jsem obrovský strach, bez tvé pomoci bych neměla odvahu ani začít."""	"""Nevím. Opravdu nevím. Přesto..."" {n}Sukub ti vrhne nesmělý pohled.{/n} ""Děkuji, že jsi mě tím vším provázela. Měla jsem obrovský strach, bez tvé pomoci bych neměla odvahu ani začít."""
0ade83b8-d120-41a8-98f9-0e818c5d0229	Female	Arueshalae	{n}Arueshalae se dotkne tvé ruky a skutečný svět kolem tebe zbledne.{/n}	{n}Arueshalae se dotkne tvé ruky a skutečný svět kolem tebe zbledne.{/n}
d7f22bba-d558-401c-b26b-47f14c484fd7	Female	Arueshalae	"""Cítím se... znovuzrozená. Jsem teď zcela nová osoba a i svět kolem mě se zdá přetvořený. Pro mě to vždy bylo 'lovit nebo být loven'. Nikdy jsem nechtěla být ta, kdo loví, přesto jsem podle své podstaty predátorka, a tak jsem se musela pořád krotit, abych všechno kolem sebe nezničila. Měla jsem oči monstra, a viděly jen bolest a utrpení. Ani jsem si nedovedla představit, že ve světě je tolik nádherných, krásných věcí. Stále mnohému nerozumím... Ale změním se a všechno pochopím!"""	"""Cítím se... znovuzrozená. Jsem teď zcela nová osoba a i svět kolem mě se zdá přetvořený. Pro mě to vždy bylo 'lovit nebo být loven'. Nikdy jsem nechtěla být ta, kdo loví, přesto jsem podle své podstaty predátorka, a tak jsem se musela pořád krotit, abych všechno kolem sebe nezničila. Měla jsem oči monstra, a viděly jen bolest a utrpení. Ani jsem si nedovedla představit, že ve světě je tolik nádherných, krásných věcí. Stále mnohému nerozumím... Ale změním se a všechno pochopím!"""
c3b8f3c3-1614-48fd-a764-02a7f3fee6dd	Female	Arueshalae	"{n}Arueshalae sklopí zrak.{/n} ""Mé vzpomínky jsou chaotické: vzpomínám si jak na věci, které se nikdy nestaly, tak i na věci, které se mohly stát... Pamatuji si Drezen padající pod demonickými útoky a pamatuji si Drezen stojící pevně proti nim. Mé snahy se v obou případech ukázaly marné. Warden Staunton z Drezenu nevěřil, že jsem přišla ke hradebním branám, abych se vzdala. Zabil by mě na místě, nebýt zásahu Desniných kněží. Tak jsem skončila v žalářích."""	"{n}Arueshalae sklopí zrak.{/n} ""Mé vzpomínky jsou chaotické: vzpomínám si jak na věci, které se nikdy nestaly, tak i na věci, které se mohly stát... Pamatuji si Drezen padající pod demonickými útoky a pamatuji si Drezen stojící pevně proti nim. Mé snahy se v obou případech ukázaly marné. Warden Staunton z Drezenu nevěřil, že jsem přišla ke hradebním branám, abych se vzdala. Zabil by mě na místě, nebýt zásahu Desniných kněží. Tak jsem skončila v žalářích."""
03c6af8b-f8a4-48e8-a735-5df16349f39b	Female	Arueshalae	"""Odejdu, ale ať je známo, že za tvé vítězství budu modlit, i když už nebudeme spojenci."" {n}Arueshalae ti věnuje smutný úsměv.{/n} ""Sbohem. A děkuji za vše, co jsi pro mě udělal."""	"""Odejdu, ale ať je známo, že za tvé vítězství budu modlit, i když už nebudeme spojenci."" {n}Arueshalae ti věnuje smutný úsměv.{/n} ""Sbohem. A děkuji za vše, co jsi pro mě udělal."""
1cfbb94a-e7c9-4b0e-90a3-9ac7eeafd387	Female	Arueshalae	"""Doufám. Jenže..."" {n}Přiloží ruku na hruď.{/n} ""Nezasloužím si to. Kdo by si troufl milovat predátorku z Abyssu, která svou podstatou není schopna těmto citům oplácet?"""	"""Doufám. Jenže..."" {n}Přiloží ruku na hruď.{/n} ""Nezasloužím si to. Kdo by si troufl milovat predátorku z Abyssu, která svou podstatou není schopna těmto citům oplácet?"""
bb8e1797-fc45-4693-a639-b9835d20b5a3	Female	Arueshalae	"""Děkuji, že jsi to nadhodil. Hodně jsem o tom přemýšlela. U tebe se cítím tak bezpečně... a mám takový strach, že bych tě mohla nějak zranit!"""	"""Děkuji, že jsi to nadhodil. Hodně jsem o tom přemýšlela. U tebe se cítím tak bezpečně... a mám takový strach, že bych tě mohla nějak zranit!"""
d6142451-49ca-4d24-91ba-2df90fc3b226	Female	Arueshalae	"{n}Oči Arueshalae se rozzáří jako dvě karmínové hvězdy.{/n} ""Řekl jsi to. Opravdu jsi to řekl! Byli jsme v mém snu, ale vůbec to nebyl sen!"""	"{n}Oči Arueshalae se rozzáří jako dvě karmínové hvězdy.{/n} ""Řekl jsi to. Opravdu jsi to řekl! Byli jsme v mém snu, ale vůbec to nebyl sen!"""
0f3c5222-9e6b-4cd4-86a3-4b9e4cb196eb	Female	Arueshalae	"{n}Sukuba se zarudila.{/n} ""Tento pocit je nádherný, a přesto děsivý. Proto se démoni nemohou zamilovat: jejich zlo z nich činí zbabělce. Milovat někoho znamená otevírat se druhému, důvěřovat mu bezvýhradně. Znamená to sklopit všechny tvé bariéry, vědět, že tvůj milovaný tě neublíží. Teď to chápu..."" {n}Usměje se.{/n} ""Teď miluji. Miluji tě."""	"{n}Sukuba se zarudila.{/n} ""Tento pocit je nádherný, a přesto děsivý. Proto se démoni nemohou zamilovat: jejich zlo z nich činí zbabělce. Milovat někoho znamená otevírat se druhému, důvěřovat mu bezvýhradně. Znamená to sklopit všechny tvé bariéry, vědět, že tvůj milovaný tě neublíží. Teď to chápu..."" {n}Usměje se.{/n} ""Teď miluji. Miluji tě."""
fda5aaea-4e78-4bd6-9309-fb6b251683d3	Female	Arueshalae	"""Vůbec ne. Naopak: když jsi to poprvé řekl, já... myslím, že jsem poprvé v životě pochopila, co to slovo znamená. Možná to v minulosti probudilo vnitřní hlad nebo zlomyslnost, ale teď cítím jen štěstí."" {n}Sukuba ti věnuje stydlivý úsměv.{/n}"	"""Vůbec ne. Naopak: když jsi to poprvé řekl, já... myslím, že jsem poprvé v životě pochopila, co to slovo znamená. Možná to v minulosti probudilo vnitřní hlad nebo zlomyslnost, ale teď cítím jen štěstí."" {n}Sukuba ti věnuje stydlivý úsměv.{/n}"
62dae6a7-fd29-4c3b-963a-517ee3663393	Female	Arueshalae	"{n}Arueshalae zavrtí hlavou.{/n} ""O tom nebudu diskutovat. Ne s tebou. Osoba, která pro mě byla tak drahá, je pryč. Poslední věc, kterou {mf|on|ona} udělal v {mf|jeho|její} životě, bylo, že mě zachránil... před {mf|ním|ní}. Budu ctít {mf|jeho|její} památku tím, že zůstanu s tebou a pomohu ti dokončit {mf|jeho|její} válku, ale ani se nepokoušej mě donutit, abych o {mf|něm|ní} mluvila."""	"{n}Arueshalae zavrtí hlavou.{/n} ""O tom nebudu diskutovat. Ne s tebou. Osoba, která pro mě byla tak drahá, je pryč. Poslední věc, kterou {mf|on|ona} udělal v {mf|jeho|její} životě, bylo, že mě zachránil... před {mf|ním|ní}. Budu ctít {mf|jeho|její} památku tím, že zůstanu s tebou a pomohu ti dokončit {mf|jeho|její} válku, ale ani se nepokoušej mě donutit, abych o {mf|něm|ní} mluvila."""
8b5cc160-07d7-4503-b435-5fc6c14905ca	Female	Arueshalae	"{n}Do tváře Arueshalae se vryje zasněný úsměv.{/n} ""Nemohu přestat myslet na tvůj střet s bohyní a démonem, oba od tebe požadovali odpověď. Na to, co jsi jim řekl. A také... na to, jak jsi v tu chvíli byl krásný."""	"{n}Do tváře Arueshalae se vryje zasněný úsměv.{/n} ""Nemohu přestat myslet na tvůj střet s bohyní a démonem, oba od tebe požadovali odpověď. Na to, co jsi jim řekl. A také... na to, jak jsi v tu chvíli byl krásný."""
18fe22d5-a1f7-4d69-ae4a-3172ec9d638a	Female	Arueshalae	"""Udělala jsi pro mě tolik, že jsem tě prostě nemohl nechat v tom samotného. Takto bojujeme proti Abyssu: neustále se snaží nás po kouscích zlomit, ale držíme se jeden druhého a stojíme pevně spolu."""	"""Udělala jsi pro mě tolik, že jsem tě prostě nemohla nechat v tom samotného. Takto bojujeme proti Abyssu: neustále se snaží nás po kouscích zlomit, ale držíme se jeden druhého a stojíme pevně spolu."""
d000b379-00c8-4a7a-813b-e56a38848ffa	Female	Arueshalae	"{n}Arueshalae zčervená.{/n} ""Ale ty jsi to už věděl, že? Čekal jsi na to od chvíle, kdy jsi mi ta slova řekl v mém snu. Omlouvám se, že mi trvalo tak dlouho nasbírat sílu a vyslovit je nahlas."""	"{n}Arueshalae zčervená.{/n} ""Ale ty jsi to už věděl, že? Čekal jsi na to od chvíle, kdy jsi mi ta slova řekl v mém snu. Omlouvám se, že mi trvalo tak dlouho nasbírat sílu a vyslovit je nahlas."""
8e47bb24-d446-4ecb-9449-1fccf94c7769	Female	Arueshalae	"{n}Arueshalae vypadá zmateně.{/n} ""Něco je v nepořádku. Mám pocit, že jsem něco ztratila... nebo ne. Byla to Desna, kdo mě ztratil, když jsme sestoupily do Abyss. Byla mým neviditelným ochráncem skrz ta léta, a teď... už necítím božskou pomocnou ruku na svém rameni."""	"{n}Arueshalae vypadá zmateně.{/n} ""Něco je v nepořádku. Mám pocit, že jsem něco ztratila... nebo ne. Byla to Desna, kdo mě ztratil, když jsme sestoupily do Abyss. Byla mým neviditelným ochráncem skrz ta léta, a teď... už necítím božskou pomocnou ruku na svém rameni."""
c5c6d485-392e-4b36-ab6d-4f5f67cc1a97	Female	Ember	"""Měla jsem mnoho jmen... Když jsem byla malá, máma a táta mi říkali holubičko, nebo cvrčku, nebo kotě. Táta mi říkal mé sluníčko. A když byla máma naštvaná, oslovovala mě dlouhým, dospělým jménem... Nemohu si ho vzpomenout, ať se snažím sebevíc."""	"""Měla jsem mnoho jmen... Když jsem byla malá, máma a táta mi říkali holubičko, nebo cvrčku, nebo kotě. Táta mi říkal mé sluníčko. A když byla máma naštvaná, oslovovala mě dlouhým, dospělým jménem... Nemohu si ho vzpomenout, ať se snažím sebevíc."""
16111ca9-afbb-43b3-8557-f253e0a0689b	Female	Ember	"""Máma a táta se hodně hádali. Táta říkával, že všichni dobří lidé by měli jít na {g|Crusades}crusade{/g} a bojovat s démony. A máma říkala, že je pošetilý, protože je to tak daleko a není to naše věc. A že by neměl opustit své dítě. Měla na mysli mě."""	"""Máma a táta se hodně hádali. Táta říkával, že všichni dobří lidé by měli jít na {g|Crusades}crusade{/g} a bojovat s démony. A máma říkala, že je pošetilý, protože je to tak daleko a není to naše věc. A že by neměl opustit své dítě. Měla na mysli mě."""
92c1fb97-c08c-4bc6-847d-36dda24863c6	Female	Ember	"""Ale nezanechal mě! Vzal mě s sebou! Říkal, že jsem se narodila ve stejném roce, kdy se otevřela díra do světa démonů. Říkal, že je to znamení, že budu jedním z hrdinů, kdo ji zavřou. Samozřejmě nejsem hrdinka... Ale jsem tu přesto a pomáhám, jak nejlépe mohu."""	"""Ale nezanechal mě! Vzal mě s sebou! Říkal, že jsem se narodila ve stejném roce, kdy se otevřela díra do světa démonů. Říkal, že je to znamení, že budu jedním z hrdinů, kdo ji zavřou. Samozřejmě nejsem hrdinka... Ale jsem tu přesto a pomáhám, jak nejlépe mohu."""
108683fa-da19-4589-8bdd-751dd0fd7f07	Female	Ember	"""Stalo se to náhodou. Táta a já jsme pluli po řece, abychom se přidali ke {g|Crusades}crusade{/g}. Táta říkal, že všichni dobří lidé jedou k Worldwoundu, aby ho uzdravili. Říkal, že křižáci jsou nejlepší lidé na světě, a společně zvítězíme!"""	"""Stalo se to náhodou. Táta a já jsme pluly po řece, abychom se přidaly ke {g|Crusades}crusade{/g}. Táta říkal, že všichni dobří lidé jedou k Worldwoundu, aby ho uzdravili. Říkal, že křižáci jsou nejlepší lidé na světě, a společně zvítězíme!"""
8e403349-362e-4522-b98a-1a5ff19517cf	Female	Ember	{n}Dívka kroutí hlavou s neochvějným úsměvem.{/n} Táta mě naučil modlit se k {g|Iomedae}Iomedae{/g}. Říkal, že je to laskavá bohyně, a volá lidi do {g|Crusades}crusade{/g} proti zlu. Ti rytíři, kteří upálili mě a táty, ji také uctívali. Dokonce zapálili oheň s modlitbou k ní. A ona nám vůbec nepomohla! Ale pak jeden laskavý rytíř, sám, bez bohů, změnil názor a zachránil mě.	{n}Dívka kroutí hlavou s neochvějným úsměvem.{/n} Táta mě naučil modlit se k {g|Iomedae}Iomedae{/g}. Říkal, že je to laskavá bohyně, a volá lidi do {g|Crusades}crusade{/g} proti zlu. Ti rytíři, kteří upálili mě a táty, ji také uctívali. Dokonce zapálili oheň s modlitbou k ní. A ona nám vůbec nepomohla! Ale pak jeden laskavý rytíř, sám, bez bohů, změnil názor a zachránil mě.
28157fb0-f439-484c-a2d5-2894b2d14911	Female	Ember	"""Nikdo neví, kolik dobra nebo zla v sobě má. Nikdo nevidí do vlastní duše..."" {n}Ember se usmívá a naklání hlavu. Její zvědavý pohled bloudí po tvé tváři, jako by se snažila nahlédnout do tvé duše.{/n} ""Nikdo to nepozná, dokud nenastane čas to prověřit!"""	"""Nikdo neví, kolik dobra nebo zla v sobě má. Nikdo nevidí do vlastní duše..."" {n}Ember se usmívá a naklání hlavu. Její zvědavý pohled bloudí po tvé tváři, jako by se snažila nahlédnout do tvé duše.{/n} ""Nikdo to nepozná, dokud nenastane čas to prověřit!"""
b43b5a39-27f1-445d-b343-30238ce5cb03	Female	Ember	{n}Zdá se, že Ember neví, kdo jí dává tyto síly. Její familiář byl očividně poslán mocnou bytostí dobra — možná andělem nebo vílou, i když přesně říct nelze.{/n}	{n}Zdá se, že Ember neví, kdo jí dává tyto síly. Její familiář byl očividně poslán mocnou bytostí dobra — možná andělem nebo vílou, i když přesně říct nelze.{/n}
1d46bfe8-cc67-43de-857b-c57bdb0b4e0f	Female	Ember	{n}Zazřel jsi mlhavý stín za zády dívky. Přiblížíš se, ale zmizí, jako by tam nikdy nebyl.{/n}	{n}Zazřel jsi mlhavý stín za zády dívky. Přiblížíš se, ale zmizí, jako by tam nikdy nebyl.{/n}
d1293270-5303-4492-8fbd-4f57ae348809	Female	Ember	"""Zapomenutý? Nevím... Asi..."""	"""Zapomenutá? Nevím... Asi..."""
b68ae448-a504-4fc9-9846-b745601f9a76	Female	Ember	"""Ehm... Ember? Žhavé uhlíky jsou teplé, zahánějí v noci chlad..."" {n}Rozhlédne se ze strany na stranu, pak zase šňupe.{/n} ""Víte, všichni se spálili. Už tu nikdo nezůstal..."""	"""Ehm... Ember? Žhavé uhlíky jsou teplé, zahánějí v noci chlad..."" {n}Rozhlédne se ze strany na stranu, pak zase šňupe.{/n} ""Víte, všichni se spálili. Už tu nikdo nezůstal..."""
5dccf4d2-3b8c-44bb-8dc4-792830b45b96	Female	Nenio	"Nejsou to zrovna nejlepší rýmy, nemyslíš? Inu, tento experiment byl neúspěšný — dozvěděli jsme se, že nemám žádný básnický talent. {n}Nenio povzdechne.{/n} ""Ale není důvod k zoufání. Mít vedle mé nevyčerpatelné inteligence ještě dar poezie by bylo poněkud příliš. Navíc jsem katastrofálně zaneprázdněná a nemám čas věnovat se psaní poezie."""	"Nejsou to zrovna nejlepší rýmy, nemyslíš? Inu, tento experiment byl neúspěšný — dozvěděly jsme se, že nemám žádný básnický talent. {n}Nenio povzdechne.{/n} ""Ale není důvod k zoufání. Mít vedle mé nevyčerpatelné inteligence ještě dar poezie by bylo poněkud příliš. Navíc jsem katastrofálně zaneprázdněná a nemám čas věnovat se psaní poezie."""
8bab7d2a-0eb4-4947-8dd9-b1abd7680d53	Female	Nenio	"""Nějaký čas jsem bloumal po hranici Worldwoundu a potkal jsem podivnou postavu. Měl otrhaný šedý hábit a tvář mu schovávala zvláštní bílá maska. Samozřejmě jsem nepropásl příležitost zeptat se ho na důvod jeho absurdního vzhledu, a víš, co mi odpověděl? Řekl: 'Jsem odpověď, ale jaká je otázka?' Pak se otočil a vykročil směrem k Worldwoundu."""	"""Nějaký čas jsem bloumala po hranici Worldwoundu a potkala jsem podivnou postavu. Měl otrhaný šedý hábit a tvář mu schovávala zvláštní bílá maska. Samozřejmě jsem nepropásla příležitost zeptat se ho na důvod jeho absurdního vzhledu, a víš, co mi odpověděl? Řekl: 'Jsem odpověď, ale jaká je otázka?' Pak se otočil a vykročil směrem k Worldwoundu."""
e06e69ae-914e-4e87-8a12-e1648d9d5371	Female	Nenio	"""Druhý den, už když jsem na první setkání zapomněl, jsem měl další podobnou zkušenost. Tentokrát jsem potkal elfí ženu — soudě podle špičatých uší vykukujících zpod masky. 'Jsem odpověď, ale jaká je otázka?' řekla a vyrazila k Worldwoundu. A pak mi to došlo! Všechno se mi vyjasnilo!"""	"""Druhý den, už když jsem na první setkání zapomněla, jsem měla další podobnou zkušenost. Tentokrát jsem potkala elfí ženu — soudě podle špičatých uší vykukujících zpod masky. 'Jsem odpověď, ale jaká je otázka?' řekla a vyrazila k Worldwoundu. A pak mi to došlo! Všechno se mi vyjasnilo!"""
e060c501-784e-4d73-8c99-6ef873ad5a91	Female	Nenio	"""Jsem průzkumnice, poutnice, dosud neuznaná vědecká veličina, budoucí autorka Encyklopedie Golarionnica a rektorka všech {g|Absalom}Absalom's{/g} univerzit najednou. Spíše řečeno budoucí rektorka."" {n}Nenio mluví jedním dechem, jako by odříkávala nacvičený monolog.{/n}"	Jsem průzkumnice, poutnice, dosud neuznaná vědecká veličina, budoucí autorka Encyklopedie Golarionnica a rektorka všech {g|Absalom}Absalom's{/g} univerzit najednou. Spíše řečeno budoucí rektorka. {n}Nenio mluví jedním dechem, jako by odříkávala nacvičený monolog.{/n}
155f392b-9abf-4357-8ab9-0ddcb116dc94	Female	Nenio	"""Jen abych věděla, co uvést jako autorovo jméno v mé Encyklopedii."""	Jen abych věděla, co uvést jako autorovo jméno v mé Encyklopedii.
a93d2fd1-80c4-45b8-acac-7182da9728d2	Female	Nenio	"""Jsou, a k mému nejhlubšímu politování je jich příliš mnoho."" {n}Nenio vydechne povzdech hodný zarmouceného staříka.{/n} ""Jména bohů a polobohů, jména vládců, dobyvatelů a dalších osob, které z nějakého důvodu považují obyvatelé Golarionu za veliké. Vryli svá jména do dějin a — ach! — každý sebevědomý vzdělanec je musí znát."""	"""Jsou, a k mému nejhlubšímu politování je jich příliš mnoho."" {n}Nenio vydechne povzdech hodný zarmoucené stařenky.{/n} ""Jména bohů a polobohů, jména vládců, dobyvatelů a dalších osob, které z nějakého důvodu považují obyvatelé Golarionu za veliké. Vryli svá jména do dějin a — ach! — každý sebevědomý vzdělanec je musí znát."""
fcd713a4-9a62-4231-a8f6-657988bb5dc3	Female	Nenio	"{n}Nenio vytahuje z rukávu zmačkaný kousek papíru a něco si na něj poznamenává.{/n} ""Tento rozhovor trval přibližně pět minut."" {n}Zdvihne bradu.{/n} ""Mimochodem, věděl jsi, že je to přesně stejná doba, jakou potřebují inkvizitoři z Kenabresu, aby shledali obžalovaného vinným?"""	"{n}Nenio vytahuje z rukávu zmačkaný kousek papíru a něco si na něj poznamenává.{/n} ""Tento rozhovor trval přibližně pět minut."" {n}Zdvihne bradu.{/n} ""Mimochodem, věděl jsi, že je to přesně stejná doba, jakou potřebují inkvizitoři z Kenabresu, aby shledali obžalovaného vinným?"""
13f336b5-2710-4417-a810-2105ab6c271c	Female	Nenio	"""Takže, Gray Garrison stojí bez střechy, démoni utíkají s ocasem mezi nohama, mendevská královna — jak se jí jmenuje? Mám to na jazyku... ach ano, Galfrey — pobíhá sem a tam, a to vše je nějak spojeno s tebou, můj věrný následovníku. Doposud neexistuje žádný vědecký důkaz tvé výjimečnosti, pokud nepočítáme slepou víru v božský zásah — což já nepočítám."""	"""Takže, Gray Garrison stojí bez střechy, démoni utíkají s ocasem mezi nohama, mendevská královna — jak se jí jmenuje? Mám to na jazyku... ach ano, Galfrey — pobíhá sem a tan, a to vše je nějak spojeno s tebou, můj věrný následovníku. Doposud neexistuje žádný vědecký důkaz tvé výjimečnosti, pokud nepočítáme slepou víru v božský zásah — což já nepočítám."""
7a74072f-164c-4410-9a6e-f3495ac4d81e	Female	Nenio	"""Tajnůstkářství, hmmm. Být tajnůstkářský znamená, že máš tajemství."" {n}Nenio zírá na tvá ústa jako lovec na svou kořist.{/n} ""Co tam máš? Modrý jazyk? Očernělé zuby? Nebo teď dýcháš ohněm? Ale, předpokládám, že můžeme vizuální prohlídku zatím odložit."""	"""Tajnůstkářství, hmmm. Být tajnůstkářská znamená, že máš tajemství."" {n}Nenio zírá na tvá ústa jako lovec na svou kořist.{/n} ""Co tam máš? Modrý jazyk? Očernělé zuby? Nebo teď dýcháš ohněm? Ale, předpokládám, že můžeme vizuální prohlídku zatím odložit."""
4eff1c30-759b-43c5-9f51-ccf370c4b54e	Female	Nenio	"{n}Nenio vrhne na tebe zmatený pohled, pak rychle přikývne.{/n} ""Ach ano, jsi kitsune. Terénní výzkum ukázal, že kousnutí kitsune se hojí mnohem déle než kousnutí mnoha jiných ras."""	"{n}Nenio vrhne na tebe zmatený pohled, pak rychle přikývne.{/n} ""Ach ano, jsi kitsune. Terénní výzkum ukázal, že kousnutí kitsune se hojí mnohem déle než kousnutí mnoha jiných ras."""
