guid	action	old_text	new_text
3d06ff8a-f14d-4d3b-8890-e63e978dc3ca	changed	"""Agresivní chování spolu s neochotou poslouchat. Přemýšlíš jako démon. Jsi si jistý, že bojuješ na správné straně?"""	Agresivní chování spolu s neochotou poslouchat. Přemýšlíš jako démon. Jsi si jistý, že bojuješ na správné straně?
68a76a0a-4051-4505-9587-99d7d70bef75	changed	"""Samozřejmě že existuje! Vede skrz Crown of the World, severní kontinent známý svým extrémním chladem. Mimochodem, věděl jsi, že většina průvodců na trase z Avistanu do Tian Xia jsou mlčenliví, mrzutí a nevědomí jedinci? Zdá se, že používají větu „Zmlkni“ častěji než ostatní, které jsem potkala. Hmm. Zdá se, že ještě nejsem dost opilá."""	Samozřejmě že existuje! Vede skrz Crown of the World, severní kontinent známý svým extrémním chladem. Mimochodem, věděl jsi, že většina průvodců na trase z Avistanu do Tian Xia jsou mlčenliví, mrzutí a nevědomí jedinci? Zdá se, že používají větu „Zmlkni“ častěji než ostatní, které jsem potkala. Hmm. Zdá se, že ještě nejsem dost opilá.
cf47208e-db1d-459f-919b-8fc0535f73a5	changed	"""Co? Samozřejmě že ne, jak bys to mohl o mně myslet? Já, největší vědecké eso moderní doby!"" (Nenio si intenzivně olizuje rty.) ""Dobrá, možná. Trochu. Někdy. Ne víc než jednou za rok. A jen pokud mě nikdo nevidí. Musím si udržet pověst."""	"""Co? Samozřejmě že ne, jak bys to mohla o mně myslet? Já, největší vědecké eso moderní doby!"" (Nenio si intenzivně olizuje rty.) ""Dobrá, možná. Trochu. Někdy. Ne víc než jednou za rok. A jen pokud mě nikdo nevidí. Musím si udržet pověst."""
5c541d36-3538-4197-99fd-596fa29896ac	changed	"""To je prozatím vše. Ten— hik! — speriment byl úspěšný. Jen chvilku, já..."" (Nenio se na tebe dívá skleněným pohledem, potřese hlavou a hlasitě vydechne.)"	"""To je prozatím vše. Ta— hik! — speriment byla úspěšná. Jen chvilku, já..."" (Nenio se na tebe dívá skleněným pohledem, potřese hlavou a hlasitě vydechne.)"
3b8e5060-8f8d-436f-896c-d56a6ad3a9f6	changed	"""Uvědomuji si, že bys mě rád považoval za svého přítele. Kdo by ne? Jsem přece vědecká osobnost! Omlouvám se tedy, že tě zklamu."""	"""Uvědomuji si, že bys mě rád považoval za svou přítelkyni. Kdo by ne? Jsem přece vědecká osobnost! Omlouvám se tedy, že tě zklamu."""
358670ca-bf02-4b33-aa11-5dcc094401a1	changed	"""Jsem rád, že jsi souhlasil! Mnozí by můj požadavek považovali za příliš osobní a odmítli by. Je dobře, že jsi nad takovými zvrhlými city."""	"""Jsem ráda, že jsi souhlasil! Mnozí by můj požadavek považovali za příliš osobní a odmítli by. Je dobře, že jsi nad takovými zvrhlými city."""
3ab5b7d3-6afa-4597-b148-5fb896a71dc3	changed	"""Upřímně, celý tenhle experiment mi připadá jako čirá hloupost. Ale jak jinak poznáme, že hloupost je hloupost, než že ji vyzkoušíme? Musíme dokončit, co jsme začali!"""	Upřímně, celý tenhle experiment mi připadá jako čirá hloupost. Ale jak jinak poznáme, že hloupost je hloupost, než že ji vyzkoušíme? Musíme dokončit, co jsme začali!
bce72266-97b4-4c13-83da-771bdf9d493f	changed	"""Před kopulací musím udělat skicu tvých genitálií pro článek o kopulaci v Encyclopedia. Poskytnutý náčrtek zaujme mnohé studenty a vědce, kteří znají kopulaci pouze z druhé ruky!"""	Před kopulací musím udělat skicu tvých genitálií pro článek o kopulaci v Encyclopedia. Poskytnutý náčrtek zaujme mnohé studenty a vědce, kteří znají kopulaci pouze z druhé ruky!
1dd2535b-3f68-449b-babd-be6df414e595	changed	"""Tento nesmírně trapný experiment je konečně u konce. Naučila jsem se, co znamená být přítelem, a teď mohu o tom napsat článek do Encyclopedia."" (Nenio si olízne nos tužkou.) ""Jsem ráda, že je to pryč. Opět jsem přesvědčena, že přátelství je nejhloupější ze všech zaměstnání."""	"""Tento nesmírně trapný experiment je konečně u konce. Naučila jsem se, co znamená být přítelkyní, a teď mohu o tom napsat článek do Encyclopedia."" (Nenio si olízne nos tužkou.) ""Jsem ráda, že je to pryč. Opět jsem přesvědčena, že přátelství je nejhloupější ze všech zaměstnání."""
f2d5047c-9529-4146-8809-3c0d69c41bf2	changed	Mé skutečné jméno je... všední. Na něm není nic zvláštního. Pochybuji, že bych ho kdy dokázal spojit se sebou samým. Asi bych ho měl zapomenout, ale z nějakého důvodu si ho zatím ponechávám v paměti. Možná prostě stárnu a dělám spontánní projevy sentimentality?	Mé skutečné jméno je... všední. Na něm není nic zvláštního. Pochybuji, že bych ho kdy dokázala spojit se sebou samou. Asi bych ho měla zapomenout, ale z nějakého důvodu si ho zatím ponechávám v paměti. Možná prostě stárnu a dělám spontánní projevy sentimentality?
ba6d7e23-4fbb-4c50-9a57-12b0c3b05c16	changed	"""Její vědomí s tím mým nemá nic společného. Pouze využívám její tělo a uchovávám některé její vzpomínky. Někdo se zájmem o spiritismus by tomu řekl ‚vzpomínání na minulý život.‘"""	Její vědomí s tím mým nemá nic společného. Pouze využívám její tělo a uchovávám některé její vzpomínky. Někdo se zájmem o spiritismus by tomu řekl ‚vzpomínání na minulý život.‘
2e5bf4e4-dea2-4c42-9336-7993790e5595	changed	"""Je to jedna z hádanek, jimiž se zabávají Nethysovi následovníci místo aby se věnovali serióznímu vědeckému bádání? Nemám čas plýtvat na ty mystické frašky ani na jiné náboženské nesmysly!"""	Je to jedna z hádanek, jimiž se zabávají Nethysovi následovníci místo aby se věnovali serióznímu vědeckému bádání? Nemám čas plýtvat na ty mystické frašky ani na jiné náboženské nesmysly!
9340df5b-c05d-4cda-a017-ce92223abcde	changed	"""Tato invaze zabila tolik nevinných lidí — ale přivedla také k mé spáse. Znamená to, že moje svoboda byla vykoupena tisíci nevinných životů... Ale udělám vše, co bude v mých silách, abych ti pomohla zavřít tuto zrůdnost, aby už nikdo nemusel zemřít."""	"""Tata invaze zabila tolik nevinných lidí — ale přivedla také k mé spáse. Znamená to, že moje svoboda byla vykoupena tisíci nevinných životů... Ale udělám vše, co bude v mých silách, abych ti pomohla zavřít tuto zrůdnost, aby už nikdo nemusel zemřít."""
c9eb655b-28e7-49b7-9542-1e246f4ed1b9	changed	"""Těžko uvěřit, že Abyss málem dobil i tvou duši... Ale vzepřeli jsme se mu — společně. Už nám není děsivý."""	"""Těžko uvěřit, že Abyss málem dobil i tvou duši... Ale vzepřely jsme se mu — společně. Už nám není děsivý."""
8a03b365-18fc-4a60-bb57-5ac8640e2c00	changed	Snažil se apelovat na Areelu.	Snažila se apelovat na Areelu.
54f88bd9-d042-4a8c-8612-5317c3bfc6c4	changed	"{n}Wenduag, která pochmurně naslouchala Jubilostovým řečem, to již dále nevydrží.{/n} ""Hej, pytlíčku učenosti! Nechceš se mě na něco zeptat? Vsadím se, že jsi nikdy nepotkal nikoho jako jsem já!"" {n}Pavoučí nohy na jejích zádech se hrozivě zvednou.{/n}"	"{n}Wenduag, která pochmurně naslouchala Jubilostovým řečem, to již dále nevydrží.{/n} ""Hej, pytlíčku učenosti! Nechceš se mě na něco zeptat? Vsadím se, že jsi nikdy nepotkala nikoho jako jsem já!"" {n}Pavoučí nohy na jejích zádech se hrozivě zvednou.{/n}"
18abc309-036f-4879-9855-2dc406e088df	changed	"""Dříve jsem necestoval. Lovil jsem. Neviděl jsem zázraky. Nerozuměl jsem požitku z putování, vidění nových míst ani z navazování nových známostí. Proto jsi jistě viděl více než já, neboť já nemohl vidět. Mé oči byly zavřeny."""	"""Dříve jsem necestovala. Lovila jsem. Neviděla jsem zázraky. Nerozuměla jsem požitku z putování, vidění nových míst ani z navazování nových známostí. Proto jsi jistě viděl více než já, neboť já nemohla vidět. Mé oči byly zavřeny."""
02378700-36b9-43a6-b587-a187ed1eb287	changed	"""Upřímně řečeno, do své Encyklopedie nepotřebuji údaje o extraplanárních entitách. Démoni a jejich krev mě tak tedy nezajímají. Ještě však nemám hotovou kapitolu o kultovních alchymistech. Hlavním předmětem jejich práce jsou lektvary založené na démónské krvi. Abych podpořil svou tezi, že průměrný kultovní alchymista postrádá skutečné znalosti předmětu, potřebuji dosáhnout průlomu v této oblasti."""	Upřímně řečeno, do své Encyklopedie nepotřebuji údaje o extraplanárních entitách. Démoni a jejich krev mě tak tedy nezajímají. Ještě však nemám hotovou kapitolu o kultovních alchymistech. Hlavním předmětem jejich práce jsou lektvary založené na démónské krvi. Abych podpořila svou tezi, že průměrný kultovní alchymista postrádá skutečné znalosti předmětu, potřebuji dosáhnout průlomu v této oblasti.
c0617f79-e7e4-45fe-98cf-183483c93a4f	changed	"""Znám tuhle filozofii! Četl jsem díla učenců, kteří věří, že je to nejefektivnější metoda organizace společnosti. Myslí si, že by to přineslo maximální štěstí členům společnosti při požadavku minimálních obětí od nich. Bohužel všechny pokusy praktikovat jejich teorie vedly buď k povstáním, nebo k masovým obětem. Ale to je pravděpodobně jen shoda okolností. Dříve či později si jsem jistý, že se někomu podaří vytvořit funkční utopickou společnost."""	"""Znám tuhle filozofii! Četla jsem díla učenců, kteří věří, že je to nejefektivnější metoda organizace společnosti. Myslí si, že by to přineslo maximální štěstí členům společnosti při požadavku minimálních obětí od nich. Bohužel všechny pokusy praktikovat jejich teorie vedly buď k povstáním, nebo k masovým obětem. Ale to je pravděpodobně jen shoda okolností. Dříve či později si jsem jistá, že se někomu podaří vytvořit funkční utopickou společnost."""
3327c652-8cea-4993-a779-10c2d3fff059	changed	"""Tvoje dcera byla obdařena zlým darem — ale není předurčena k tomu, aby byla zlá. Může si vybrat jinou cestu. Vezmi mě třeba. Jsem démon, a přesto jsem našla sílu vzepřít se vlivu Abyssu. Tvoje dcera bude schopna bojovat se zlými vlivy svého daru."" {n}Arueshalae se usmívá.{/n} ""Navíc má laskavou a milující matku, která ji podpoří bez ohledu na to, jak těžké to bude."""	"""Tvoje dcera byla obdařena zlým darem — ale není předurčena k tomu, aby byla zlá. Může si vybrat jinou cestu. Vezmi mě třeba. Jsem démonka, a přesto jsem našla sílu vzepřít se vlivu Abyssu. Tvoje dcera bude schopna bojovat se zlými vlivy svého daru."" {n}Arueshalae se usmívá.{/n} ""Navíc má laskavou a milující matku, která ji podpoří bez ohledu na to, jak těžké to bude."""
93b07937-e969-4c47-a25d-af159e5300b7	changed	"""Když smrtelník svěří svůj život božstvu, božstvo hodí mincí. Líc — a víra smrtelníka je jeho spása. Rub — a víra smrtelníka je jeho zkáza. Jsem rád, že ses trefil na líc. Jsi tak milý!"""	"""Když smrtelník svěří svůj život božstvu, božstvo hodí mincí. Líc — a víra smrtelníka je jeho spása. Rub — a víra smrtelníka je jeho zkáza. Jsem ráda, že ses trefil na líc. Jsi tak milý!"""
399dd5e7-d0a3-4824-a51c-e435b09a7817	changed	"""Nic špatného. Vypadá to, že čas strávený jako můj asistent nepřišel vniveč — něco ses přece jen naučil!"""	Nic špatného. Vypadá to, že čas strávený jako můj asistent nepřišel vniveč — něco ses přece jen naučil!
a276b80f-45b4-45f6-adee-8cfab109a07a	changed	„Tohle... tak jsem si cestu křižáka nepředstavoval. Nezdá se mi, že pomáháme lidem. Vedu je po studené cestě hrobu.“	"""Tohle... tak jsem si cestu křižáka nepředstavovala. Nezdá se mi, že pomáháme lidem. Vedu je po studené cestě hrobu."""
eabab677-019d-4115-ad2c-1723f00bbcec	changed	„Smrt je slabost. Proměnil jsi ji v moc. Ale nebyla tu jiná cesta, mistře?“	"""Smrt je slabost. Proměnila jsi ji v moc. Ale nebyla tu jiná cesta, mistře?"""
16f4413b-dde2-4de5-a6da-1ca5a791d2cb	changed	"{n}Arueshalaeiny rubínové oči neznají hněv ani odsouzení, jen smutek. Mluví velmi tiše, hlas sotva přes šeptání.{/n} ""Víš, jak jsi mi drahý. Nezdráhal bych se dát svůj život, abych tě zachránila. Ale to, co teď děláš, tě odsoudí k věčnému utrpení. Nejde mi o můj život, ale o ten tvůj. Prosím, nedělej to. Neproměň se v... tuhle věc."""	"{n}Arueshalaeiny rubínové oči neznají hněv ani odsouzení, jen smutek. Mluví velmi tiše, hlas sotva přes šeptání.{/n} ""Víš, jak jsi mi drahý. Nezdráhala bych se dát svůj život, abych tě zachránila. Ale to, co teď děláš, tě odsoudí k věčnému utrpení. Nejde mi o můj život, ale o ten tvůj. Prosím, nedělej to. Neproměň se v... tuhle věc."""
7bbe3cf8-b478-43b6-9a09-c97cee8241ea	changed	"""Chceš využít moc nesmrtí, abys zastavil houfy Propasti — ale nepotřebuješ tu moc. Spolu jsme dost silní na to, abychom se postavili Propasti. Prosím, přestaň s rituálem. Nebo... sraž mě k zemi, kde stojím. Znamenáš pro mě celý svět a nemohu snést, abych tě viděl měnit se v šourající tělo."""	"""Chceš využít moc nesmrtí, abys zastavil houfy Propasti — ale nepotřebuješ tu moc. Spolu jsme dost silní na to, abychom se postavili Propasti. Prosím, přestaň s rituálem. Nebo... sraž mě k zemi, kde stojím. Znamenáš pro mě celý svět a nemohu snést, abych tě viděla měnit se v šourající tělo."""
b56fe594-476f-46b3-9360-d08fd54d6282	changed	"""Základní logika a série výpočtů, které jsem provedl za poslední půlhodinu, jasně ukazují, že Areelu Vorlesh stojí za únosem {mf|chlapce|dívky}. To je tak vzrušující!"""	"""Základní logika a série výpočtů, které jsem provedla za poslední půlhodinu, jasně ukazují, že Areelu Vorlesh stojí za únosem {mf|chlapce|dívky}. To je tak vzrušující!"""
c06b6d2c-7a25-4912-8613-cce2ca15cebb	changed	"""Říkal jsem ti, že se {name} vrátí!"" {n}Ember se šťastně usmívá.{/n}"	"""Říkala jsem ti, že se {name} vrátí!"" {n}Ember se šťastně usmívá.{/n}"
00bf3f9a-0078-451c-9b17-b9e953592298	changed	"""Jsem rád, že tě znovu vidím, {name}."" {n}Targona vypadá unaveně, ale v očích má upřímnou radost z tohoto setkání.{/n} ""Věděla jsem, že zástupci různých rovin přijdou, tak jsem nechala ostatní Strážce na chvíli a přišla tě podpořit v tvém posledním boji."""	"""Jsem ráda, že tě znovu vidím, {name}."" {n}Targona vypadá unaveně, ale v očích má upřímnou radost z tohoto setkání.{/n} ""Věděla jsem, že zástupci různých rovin přijdou, tak jsem nechala ostatní Strážce na chvíli a přišla tě podpořit v tvém posledním boji."""
76ba0825-92f2-4bc0-8f97-fdf9a617afc2	changed	"{n}Známý anděl s jedním démonickým křídlem sklání hlavu na pozdrav.{/n} ""Pozdravy tobě, můj osvoboditeli. Tolik různých sil přišlo ti pomoci v tvém posledním odporu. Věděl jsem, že musím být jedním z nich!"""	"{n}Známý anděl s jedním démonickým křídlem sklání hlavu na pozdrav.{/n} ""Pozdravy tobě, můj osvoboditeli. Tolik různých sil přišlo ti pomoci v tvém posledním odporu. Věděla jsem, že musím být jednou z nich!"""
3ae00d5c-6456-478a-ac3a-2b115a98cbc6	changed	"""Právě tak,"" (Areelu poznamená po pauze.) ""Je přímá a neústupná, a když si zaměří cíl, letí k němu jako kopí. Mýlila jsem se, když jsem podezíral, že naše nebeská návštěvnice má skrytý úmysl. Ale ty se stejně mýlíš, když jí důvěřuješ. Iomedae není bohyně lží, ale ani bohyně moudrosti."""	"""Právě tak,"" (Areelu poznamená po pauze.) ""Je přímá a neústupná, a když si zaměří cíl, letí k němu jako kopí. Mýlila jsem se, když jsem podezírála, že naše nebeská návštěvnice má skrytý úmysl. Ale ty se stejně mýlíš, když jí důvěřuješ. Iomedae není bohyně lží, ale ani bohyně moudrosti."""
e223d11f-871a-402a-9ba7-8f0d8b1a1530	changed	"""To byli oni, kdo stvořili vesmír, kde vládne bolest, násilí a bezpráví, a kde smrtelníkům připadne ta nejsmutnější role — žít směšně krátký život, umírat na nemoc nebo zranění, bezmocní rozhodovat o svých duších po smrti... Proč bys chtěl získat to všechno zpět, když jsem ti dal mnohem víc?"""	"""To byli oni, kdo stvořili vesmír, kde vládne bolest, násilí a bezpráví, a kde smrtelníkům připadne ta nejsmutnější role — žít směšně krátký život, umírat na nemoc nebo zranění, bezmocní rozhodovat o svých duších po smrti... Proč bys chtěl získat to všechno zpět, když jsem ti dala mnohem víc?"""
f2a23543-6cea-423a-ad88-767865f9f567	changed	"""Proces je stále vratný. Zastav. Tvoje moc se ti vrátí a můžeš ji použít k poražení všech svých nepřátel. Moc není pouze rozmařilost. Moc je svoboda."" (Areelův hlas se náhle zahřeje vášní:) ""Svoboda dělat cokoli chceš, chránit kohokoli chceš, trestat kohokoli uznáš za vhodné a nebýt ve strachu. Nebát se žádných bohů ani démonů, nikoho, kdo by s tebou mohl točit jako s hračkou. Jsi si jistý, že to chceš odmítnout?"""	"""Proces je stále vratný. Zastav. Tvoje moc se ti vrátí a můžeš ji použít k poražení všech svých nepřátel. Moc není pouze rozmařilost. Moc je svoboda."" (Areelin hlas se náhle zahřeje vášní:) ""Svoboda dělat cokoli chceš, chránit kohokoli chceš, trestat kohokoli uznáš za vhodné a nebýt ve strachu. Nebát se žádných bohů ani démonů, nikoho, kdo by s tebou mohl točit jako s hračkou. Jsi si jistý, že to chceš odmítnout?"""
4cd085ae-6569-472b-a759-af9288b85c71	changed	"""Kterou verzi sis zahrál? Taldan nebo snad Osirianskou?"""	"""Kterou verzi sis zahrála? Taldan nebo snad Osirianskou?"""
b52cc638-76ed-4611-bd6f-29b66c7c3ded	changed	"""Tohle je moje kategorie oslavy! Pojďme, usedneme u ohně, slyšel jsem, že lidé vyprávějí fantastické historky!"""	"""Tohle je moje kategorie oslavy! Pojďme, usedneme u ohně, slyšela jsem, že lidé vyprávějí fantastické historky!"""
016beb01-ef5f-4252-8762-951f7ae72d14	changed	Nebylo pro mne vždy snadné pochopit smrtelníky a jejich touhy. Ale proces učení mi přinesl velikou radost... {n}Arueshalae zrudne a zmlkne.{/n}	Nebylo pro mne vždy snadné pochopit smrtelníky a jejich touhy. Ale proces učení mi přinesla velikou radost... {n}Arueshalae zrudne a zmlkne.{/n}
c5cc0c6b-edef-4527-bbdb-e0237048c02b	changed	Jsem rád, že jsme ti mohli pomoci. A jsem tak šťastný, že jsme ochránili Jharsygaxe... Mám pocit, že jsme vykonali něco dobrého. To vše je pro mě tak nové! Je to tak zvláštní pocit... Dělám to, co mi říká srdce, že je správné.	Jsem ráda, že jsme ti mohli pomoci. A jsem tak šťastná, že jsme ochránili Jharsygaxe... Mám pocit, že jsme vykonali něco dobrého. To vše je pro mě tak nové! Je to tak zvláštní pocit... Dělám to, co mi říká srdce, že je správné.
cc97c834-f8cf-4e62-bcff-a42d7714fda9	changed	Přál bych si radovat se s tebou, ale nemohu. Snad je snazší bojovat proti démonům s pomocí Pekla, ale Peklo je jen pár kroků od Propasti. Mezi nimi není mnoho rozdílu, podle mého.	Přála bych si radovat se s tebou, ale nemohu. Snad je snazší bojovat proti démonům s pomocí Pekla, ale Peklo je jen pár kroků od Propasti. Mezi nimi není mnoho rozdílu, podle mého.
1edaf94e-f6cf-4fab-908b-e85e8d769532	changed	"""To je vše, před čím jsem se snažil uniknout."""	"""To je vše, před čím jsem se snažila uniknout."""
76f033a8-ad19-48a3-b2e5-035ad4f3d27a	changed	"""Neprošli jsme přece z River City sem, abychom zajistili, že démoni nenechají nikoho jiného plakat? Proč teď chceš jednat jako démon sám?"""	Neprošli jsme přece z River City sem, abychom zajistili, že démoni nenechají nikoho jiného plakat? Proč teď chceš jednat jako démon sám?
17dfc33b-70ea-4d59-a276-497d844cf234	changed	"""Co dodat? Dnes byl dobrý den! Vyhnali jsme démona, potěšili jsme přátele a dokonce i Commander {mf|sám|sama} se jaksi změnil!"""	"""Co dodat? Dnes byl dobrý den! Vyhnaly jsme démona, potěšily jsme přátele a dokonce i Commander {mf|sám|sama} se jaksi změnil!"""
d1166859-ba51-473e-b7a5-0011d552fc70	changed	{name} mě zachránil(a). {mf|On|Ona} mi dal(a) smysl života... a šanci pomstít se svým nepřátelům. Pokud anděl s démonickým křídlem dokáže odolat vlivu Abyssu, proč by smrtelník nemohl učinit totéž?	{name} mě zachránila. {mf|On|Ona} mi dala smysl života... a šanci pomstít se svým nepřátelům. Pokud anděl s démonickým křídlem dokáže odolat vlivu Abyssu, proč by smrtelník nemohl učinit totéž?
5a6ec327-df1e-4ca9-873d-aa166144d57f	changed	{name} mě zachránil(a). {mf|On|Ona} mě povzbuzoval(a), abych věřil v sebe... abych zůstal silný. {mf|On|Ona} mě uzdravil(a) z korupce, která kolovala v mých žilách. Pokud anděl s démonickým křídlem dokáže odolat vlivu Abyssu, proč by smrtelník nemohl učinit totéž?	{name} mě zachránil(a). {mf|On|Ona} mě povzbuzoval(a), abych věřila v sebe... abych zůstala silná. {mf|On|Ona} mě uzdravil(a) z korupce, která kolovala v mých žilách. Pokud anděl s démonickým křídlem dokáže odolat vlivu Abyssu, proč by smrtelník nemohl učinit totéž?
50db9cbd-e107-4250-bb26-b2c9db49df2c	changed	Stál jsem po boku Commandera od samého počátku — od dne, kdy Deskari zaútočil na Kenabres. {mf|On|Ona} věnoval(a) svůj život službě křížové výpravě. {mf|On|Ona} dává křižákům naději a inspiruje je k statečnému boji. Díky Commanderovi bylo zachráněno nespočet životů.	Stála jsem po boku Commandera od samého počátku — od dne, kdy Deskari zaútočil na Kenabres. {mf|On|Ona} věnoval(a) svůj život službě křížové výpravě. {mf|On|Ona} dává křižákům naději a inspiruje je k statečnému boji. Díky Commanderovi bylo zachráněno nespočet životů.
cad9b864-ae3d-49bf-bedf-434fabfb38b7	changed	"""Skvělý nález! Už dlouho hledám dost starého, avšak cítícího exempláře nemrtvého, abych otestoval svou teorii o nástupu posmrtného zmatení. Hej, pane Mumie! Provedeme pár kognitivních testů. Řeknu slovo..."""	"""Skvělý nález! Už dlouho hledám dost starého, avšak cítícího exempláře nemrtvého, abych otestovala svou teorii o nástupu posmrtného zmatení. Hej, pane Mumie! Provedeme pár kognitivních testů. Řeknu slovo..."""
6daa4fe5-e6d0-4d41-966e-8a2d3047c800	changed	"""Chudák. Musí být tak smutný a osamělý. Lidé si myslí, že démoni jsou stvořeni z nenávisti a zlomyslnosti — ale ve skutečnosti jsou z bolesti a žalosti. Kéž bychom jim mohli pomoci..."""	"""Chudák. Musí být tak smutný a osamělý. Lidé si myslí, že démoni jsou stvořeni z nenávisti a zlomyslnosti — ale ve skutečnosti jsou z bolesti a žalosti. Kéž bychom jim mohly pomoci..."""
09f2bd10-06b0-43ef-adf2-59c11a4942bd	changed	"""Kéž bych mohl mluvit s každým démonem... Kéž bych je mohl osvobodit z Abyssu..."""	"""Kéž bych mohla mluvit s každým démonem... Kéž bych je mohla osvobodit z Abyssu..."""
4b95d8e9-6749-4350-b9b4-087812081673	changed	"""Divné. Myslel jsem, že schvaluješ brutalitu."""	"""Divné. myslela jsem, že schvaluješ brutalitu."""
a2af91d7-3be1-48a0-a723-9bc72833d7fa	changed	"""Samozřejmě, že ne. Dostaneme ho ven. A třeba mu při tom ukopneme rohy Baphometovi za to, co mu provedl."""	Samozřejmě, že ne. Dostaneme ho ven. A třeba mu při tom ukopneme rohy Baphometovi za to, co mu provedl.
3be83538-4e12-431d-a530-75f706cd5a77	changed	"""Paladinův slib není papírová smlouva — je zapsán v jejich duši. Porušit jej znamená zradit sebe sama. A trest sliboporušitele přichází především zevnitř, ne od jeho božstva. Nevím, proč se tě to snažím vštěpovat už po sté — asi bych to měl vzdát."""	"""Paladinův slib není papírová smlouva — je zapsán v jejich duši. Porušit jej znamená zradit sebe sama. A trest sliboporušitele přichází především zevnitř, ne od jeho božstva. Nevím, proč se tě to snažím vštěpovat už po sté — asi bych to měla vzdát."""
eaa64d5a-3898-4385-b6d7-39ee849debb9	changed	"""Od začátku jsem tě neměl rád, peří."" (Wenduag plivne na podlahu u jejích nohou.) ""Konečně bude příjemné ti ten měděný hrnec shodit z ramen!"""	"""Od začátku jsem tě neměla ráda, peří."" (Wenduag plivne na podlahu u jejích nohou.) ""Konečně bude příjemné ti ten měděný hrnec shodit z ramen!"""
0669e64e-728f-466a-bfed-e5d591fdd2eb	changed	"(Wenduag vydechne opovržlivý chichot.) ""Slyšel jsem mnoho výmluv od zbabělců, kteří se bojí bojovat. To musí být nejvynalézavější dosud. Lord of Beasts and Labyrinths? Spíš Pán vyhýbavých slov!"""	"(Wenduag vydechne opovržlivý chichot.) ""Slyšela jsem mnoho výmluv od zbabělců, kteří se bojí bojovat. To musí být nejvynalézavější dosud. Lord of Beasts and Labyrinths? Spíš Pán vyhýbavých slov!"""
9e9b1024-5172-42ca-abfc-c4c1ac8b2dad	changed	"""Meziplanární křížení? Fascinující! Chvilku, nehýbej se, potřebuji odebrat vzorky, nějaká měření... stěr sliznice, drobný odběr míchy... Stůj!"""	Meziplanární křížení? Fascinující! Chvilku, nehýbej se, potřebuji odebrat vzorky, nějaká měření... stěr sliznice, drobný odběr míchy... Stůj!
fb6fd14c-5d19-4821-8c53-eaf06fb5649d	changed	"""To by bylo optimální. Je dobře, že jsem si našel užitečné pomocníky!"""	"""To by bylo optimální. Je dobře, že jsem si našla užitečné pomocníky!"""
21b62d7a-07dc-450b-b1e1-7b99c57e01ae	changed	"""Lady Areelu, the Worldwound, tvůj velký experiment se chýlí ke konci. A ačkoliv jsem vtažen do boje proti němu, jménem celé vědecké komunity Golarionu skláním se před tebou — za tvou nesmělou drzost."""	"""Lady Areelu, the Worldwound, tvůj velký experiment se chýlí ke konci. A ačkoliv jsem vtažena do boje proti němu, jménem celé vědecké komunity Golarionu skláním se před tebou — za tvou nesmělou drzost."""
7d51854c-28c8-4487-9d67-56cf6f6881a0	changed	Zase si nadycháváš ocas, kámo? Jsem si jist, že bohyně mluvila s Commanderem. A celou dobu ses třásl tak, že jsi sotva stál, příliš vyděšený na to, abys se na ni podíval!	Zase si nadycháváš ocas, kámo? Jsem si jistá, že bohyně mluvila s Commanderem. A celou dobu ses třásl tak, že jsi sotva stál, příliš vyděšený na to, abys se na ni podíval!
7c5e7d9f-b3be-40c2-9623-8402094a9dde	changed	Byl čas, kdy jsem se třásl při zvuku tvého jména. A teď tu přicházíme, abychom tě roztrhali na kusy, ty přerostlá kobylko! Myslím, že začínám chápat, co cítí Dáma ve Stínu, když se chystá zabít dalšího pána démonů. Bude to rozkošné... pro nás, ne pro tebe.	Byl čas, kdy jsem se třásla při zvuku tvého jména. A teď tu přicházíme, abychom tě roztrhali na kusy, ty přerostlá kobylko! Myslím, že začínám chápat, co cítí Dáma ve Stínu, když se chystá zabít dalšího pána démonů. Bude to rozkošné... pro nás, ne pro tebe.
2e523803-a0bd-4473-9768-cce6298f772a	changed	"""Bylo to brilantní rozhodnutí, které mi dovolilo shromáždit neocenitelná data. Měl bys vidět vzorky, které jsem v tomto městě sesbírala! Samozřejmě došlo k obětem, ale co naděláš — žádný pokrok bez oběti."""	Bylo to brilantní rozhodnutí, které mi dovolilo shromáždit neocenitelná data. Měl bys vidět vzorky, které jsem v tomto městě sesbírala! Samozřejmě došlo k obětem, ale co naděláš — žádný pokrok bez oběti.
3a914643-1473-4af7-bf94-8cc639460a92	changed	"""Jako by sis teď mohl vybírat spojence. Tvá armáda je v agónii. Bez mého {mf|pána|paní} jsi ztracen — tak přestaň kroutit nos a poděkuj {mf|mu|jí}, že {mf|přišel|přišla} pomoct!"""	"""Jako by sis teď mohl vybírat spojence. Tvá armáda je v agónii. Bez mé {mf|pána|paní} jsi ztracen — tak přestaň kroutit nos a poděkuj {mf|mu|jí}, že {mf|přišel|přišla} pomoct!"""
f028e6df-e137-4d64-89bb-5cbb8685f469	changed	"""A jaké to je — být pouhým svědkem? Podle mě bys měl tvořit příběh, pokud na to máš!"""	"""A jaké to je — být pouhou svědkyní? Podle mě bys měl tvořit příběh, pokud na to máš!"""
